,num_schools,num_students,attendance_rate,dropout_rate,grad_rate_4_year,grad_rate_5_year,annual_grad_count,college_admissions_per_tested,college_admissions_at_crit,average_sat,average_act,average_teacher_salary,average_teacher_exp,total_revenue,total_revenue_per_pupil,percent_revenue_from_state,percent_revenue_from_local,percent_revenue_from_federal,instr_expenditures,instr_expenditures_per_pupil,district_size,community_type,property_wealth,tax_rate,rating
4604,4.0765896062190565,2021.8063546730828,95.12319363782333,2.6302023305723963,82.95686406371753,84.28880044195084,51.92341039378094,44.934970961639884,0.0,1171.6105492901763,16.107658960621904,49748.576585854426,6.545086739900981,20782661.15437696,11247.613456877982,58.08525984452359,22.800939525935895,19.11380062954052,9312888.386080414,4917.885836859932,"1,600 to 2,999",Non-metropolitan Stable,"$307,766 to < $322,342",Non-taxing entities,Improvement Required
4605,1.0,122.31778908678118,96.32878526057854,2.897668363017177,100.0,93.56073697107294,9.712147394214588,87.0389174252945,14.295163924218073,1221.535692583082,-1.0,40286.46807916547,13.447754763925317,1516044.1927977016,11849.34341739774,63.83376494202838,29.73744979739308,6.428785260578541,806157.3675273875,6319.571689003017,Under 500,Rural,"$469,944 to < $525,059",Under $1.1251,Improvement Required
4606,3.484765387873213,984.6788545563604,95.22714808180982,4.006093844850715,87.47007921578322,83.7362888490859,60.96953077574643,63.057343086044995,4.173400358226976,1220.213284569775,18.081992685466254,44027.14046225384,10.74875075880572,11785150.10519067,11469.048139514392,64.19945155996321,22.673126138208577,13.178945763040895,5110607.391647577,4969.065812804415,500 to 999,Non-metropolitan Stable,"$233,451 to < $256,362",$1.1461 to under $1.2543,Improvement Required
4607,2.0,516.3297993838746,96.6,0.6061719137424478,96.95978796303248,96.56489969193731,27.670200616125374,66.98148425877265,24.676865128855763,1412.9875061987916,20.151495679614808,41146.15631677904,12.611472837930506,5992783.534064203,11876.063611090256,56.36789105116693,35.185724998123106,8.44638395070997,2672728.4309189706,5295.428999924924,500 to 999,Rural,"$239,665 to < $259,094",$1.3593 and over,Improvement Required
4608,1.0,181.08554298882183,94.94381260084235,2.6550579792646603,88.90925147902104,82.30555878600342,15.848458086829826,50.19348842102674,10.231437802527031,1041.443819745657,-1.0,36743.07887284143,7.973295996922023,2288931.9434853503,11935.515720785705,21.713111471408094,68.00708095269663,10.36300341146956,1152917.7463142325,5958.765959431395,Under 500,Rural,"$340,343 to < $382,231",Under $1.1398,Improvement Required
4609,3.0,1337.9402995967314,95.42499379922981,0.31731484704252444,95.04996279537887,92.82306165964262,80.96135720825605,54.676888734195884,24.499875984596244,1247.9155215230942,19.321129520055415,43644.572250966165,13.596135720825604,12665479.895471834,9610.562825795478,65.21917257738747,24.42117912621692,10.359648296395612,5809524.826879623,4334.9284191250845,"1,000 to 1,599",Non-metropolitan Stable,"$200,649 to < $226,769",Under $1.1461,Improvement Required
4610,4.786084171389817,2348.657282684203,94.02139158286101,5.16210338880008,78.7481875601899,85.65025891997287,110.06440074359348,49.08171545681344,4.919320223078044,317.09283714334225,17.4,46384.75209532529,8.692524245749166,30907756.94694648,13430.867337111853,33.081941451823866,51.0977026452066,15.820355902969531,11408924.081193091,4958.902268909557,"1,600 to 2,999",Other Central City Suburban,"$469,944 to < $525,059",$1.1251 to under $1.2365,Improvement Required
4611,3.210626343740911,2131.8709301896633,95.9630928765684,0.4423153218559132,97.32504543449043,94.53035860636088,45.63187903122273,37.32609072658295,0.0,1139.3709717653933,15.573719220309318,49538.25710620367,3.7740042999709154,19014748.82739047,9583.966123046448,79.1975293095995,5.354652143566403,15.4478185468341,9645252.4428651,4826.788423390721,"1,600 to 2,999",Non-metropolitan Stable,"$307,766 to < $322,342",$1.3690 and over,Improvement Required
4612,3.1637440508734005,502.72511898253197,95.37075832877723,0.45848334244552136,92.4005457399334,95.52978741115616,30.21635113515219,51.70869803757435,16.56137493165859,-1.0,17.64850766552317,38353.20090973456,9.852038074410236,7246898.5595018715,13947.04179759986,59.27194288838464,16.25260708427879,24.491824432423904,3553354.761384109,6863.295314418695,500 to 999,Charters,Non-taxing entities,Non-taxing entities,Improvement Required
4613,4.898724570247987,2353.0502582396716,94.0101275429752,4.497525035536875,78.19624960578486,85.72910719917358,107.92423316528824,50.03915884710789,4.277269949586472,149.5965640412428,17.4,46352.76222204957,8.591147886776811,31234716.43046571,13520.97965619839,31.933009383470527,52.57329187024863,15.493698746280836,11485472.243449127,4972.644397570254,"1,600 to 2,999",Other Central City Suburban,"$441,532 to < $469,944",$1.2401 to under $1.3690,Improvement Required
4614,3.753099222176556,1186.998963003699,94.98827480554414,3.6351755833675834,86.12784114977396,89.44261371659132,60.76549611088278,50.78512373355253,24.368439783614182,1463.554749002877,20.991993872156005,43793.09191613554,9.568543483244284,11969535.77546067,10240.03308974782,57.8111571998356,30.62097101117048,11.567871788993923,5681244.934837778,4856.3548668225785,"1,000 to 1,599",Non-metropolitan Stable,"$277,857 to < $305,220",Under $1.1398,Improvement Required
4615,1.7719705037278288,133.75300287325382,96.35439410074557,0.0,93.59264481905902,98.24417287870428,11.0,66.49759770139696,4.560589925443422,-1.0,18.7612855391893,38608.26535795562,11.445837770503058,2049201.642500498,16835.039458300816,43.320442444082566,49.58857762865719,7.145374028005809,978747.2522172099,7981.851224658844,Under 500,Rural,"$589,761 to < $801,423",Under $1.1251,Improvement Required
4616,2.541586132877768,361.855898143128,78.08007669848122,21.10735082110877,49.73539499832914,56.45019174620305,81.39361865413862,19.479012117577454,19.2698266609721,1296.495167972666,-1.0,38618.51354502544,6.110734775132816,5020940.606352374,15522.032060218336,47.86083141567949,10.154931737661204,41.9842368466593,2296057.586962294,7101.032949879289,Under 500,Rural,"$213,468 to < $233,451",$1.1251 to under $1.2365,Improvement Required
4617,1.0,176.95209647523674,96.9225653744662,0.0,92.81282687233104,100.0,14.225653744662079,37.64762171712546,-0.37094229077701313,843.8245034864714,-1.0,41181.821574045556,11.982224978010118,2144618.265444681,12560.938232596083,61.24730612276043,32.226882335394976,6.562905770922298,1016935.2704088731,5955.982980177196,Under 500,Rural,"$589,761 to < $801,423",Under $1.1461,Improvement Required
4618,2.8062237062095017,442.47098497219235,94.70311185310474,1.3256013355885516,89.8736921536609,92.524894824838,30.131539231695477,30.840454090361764,17.89816627785094,1391.1202671177102,15.93069783039954,40582.567839826836,12.957426377386605,5104470.75387055,10994.236166938823,60.9811939908261,29.443700834011906,9.675105175161992,2693516.7464402053,5810.400494187255,Under 500,Rural,"$213,468 to < $233,451",$1.1251 to under $1.2365,Improvement Required
4619,1.47930675119509,150.9932759426357,96.24379202535853,0.8851785229683473,89.51308835501938,96.5113552330071,13.08277299521964,59.161975531072336,14.891826915820433,641.0147757764543,8.154758947826217,41545.37750361709,14.210010421534239,2045833.2637958454,13906.325966962495,46.825220209105304,44.03820434878229,9.184506117231916,1020462.5407212231,6792.47560927432,Under 500,Rural,"$340,343 to < $382,231",Under $1.1398,Improvement Required
4620,1.0,182.6090496294939,96.7439247485423,0.0,91.9196237427115,100.0,12.439247485422973,47.5621764559025,-0.07320791423716211,1243.6817711794913,-1.0,40792.68274390797,11.59517028850831,2142629.1020750185,12593.093545262387,67.46995459244332,25.94468699040412,6.592679208576284,1011607.9092094456,5945.562276998301,Under 500,Rural,"$380,521 to < $402,258",Under $1.1461,Improvement Required
4621,3.0,289.5569352308225,95.69318361893573,0.0,97.10457066510023,100.0,15.102245715964042,54.60422712733262,0.0,-1.0,18.88919419111955,36441.94292883346,9.407397618348316,4241873.950902837,14258.002376995164,42.89326285210788,44.66068695912223,12.494346093503824,1705006.2734383554,5732.136061570495,Under 500,Rural,"$525,059 to < $683,703",$1.1251 to under $1.2365,Improvement Required
4622,1.0,142.29559083526925,92.3210754465071,12.596927295694009,49.100199891728245,73.39328630703976,21.110554573342725,20.9190045101842,-1.0,-1.0,-1.0,39401.762876421635,4.233667255994365,2316319.4457491543,14011.495676710361,59.945758181490085,8.426452679042582,31.627789139467332,945865.1144643286,5716.435210536173,Under 500,Rural,"$340,343 to < $382,231",Under $1.1461,Improvement Required
4623,5.0,1369.9979494002469,95.52301368873098,1.184931556345097,91.07890381756393,91.43287644010196,75.92054754923922,48.52041084258902,12.198287553680395,1255.5410932918824,18.24869857692902,43268.272660476556,12.512397244187843,17926807.087237746,13663.749302917278,33.757534221827456,36.801712446319605,29.46287662076157,6552791.917764486,4988.063011520816,"1,000 to 1,599",Non-metropolitan Stable,"$267,621 to < $285,930",$1.3690 and over,Improvement Required
4624,2.007214091857504,188.70422223384233,94.94891788622137,0.6453108402926223,95.87993848120864,95.48282411795165,16.53967750521627,70.43376829332063,3.374167207722639,654.6963737992352,7.885433877875338,38537.27180459236,11.393507317328247,2497675.2601327077,12575.056126877986,55.34575637265907,37.22336097076332,7.381243361170489,1090424.4480423576,5548.561747650761,Under 500,Rural,"$589,761 to < $801,423",Under $1.1461,Improvement Required
4625,4.145156919785025,1231.7507451766533,95.470968616043,1.5459618417097838,94.18065477647295,92.35484308021498,76.40327388236473,49.67260555722536,22.384706483429582,1469.6294649412825,21.77418830374203,42707.126890694664,13.02581169625797,12242331.742809564,9977.478346608272,64.65081847059118,26.563697221387322,8.785484308021497,5779736.3606667975,4700.352539806923,"1,000 to 1,599",Non-metropolitan Stable,"$233,451 to < $256,362",Under $1.1461,Improvement Required
4626,2.298106242095037,307.1814315899134,95.359621248419,1.33359814001943,84.29272988616853,97.19242496838015,22.91325630533474,61.63127913101923,7.369884458002113,1000.6023925303823,17.96450810207561,40673.53306733165,8.621136254742979,4223133.665767133,13572.739126404258,14.47678540287054,76.51454022766293,9.008674369466526,1673630.1007990567,5371.885171192634,Under 500,Rural,"$345,053 to < $380,521",$1.1251 to under $1.2365,Improvement Required
4627,2.3042786173527388,536.6117408364795,92.6779701928815,4.800477540266103,78.66338335984757,79.68493562669997,35.78288553058904,46.61600020879005,10.746905610791426,-1.0,19.073691575528766,38272.06029598328,10.482567170411643,7138294.378678857,13593.861705773252,50.88193045005684,26.644218794325695,22.473850755617466,3016193.02424011,5778.639623450758,500 to 999,Charters,Non-taxing entities,Non-taxing entities,Improvement Required
4628,1.7116808457340307,320.3868935317445,97.05584042286702,2.228831915426597,97.37629569617968,89.64415957713298,19.71168084573403,40.605470223958534,3.6039894283246166,354.78583636420615,16.20182340798618,42095.49531028544,14.32809151760964,4064615.6851105425,13325.700966480817,68.16102320758573,21.8218257227217,10.045982985119164,1899996.6537998077,6234.921430632533,Under 500,Rural,"$525,059 to < $683,703",$1.1251 to under $1.2365,Improvement Required
4629,1.1681042348996904,707.508534161034,95.87478436476505,0.0,92.15388143422916,100.0,25.67241693959876,96.68834657247609,5.344833879197523,1106.3809900031372,16.81185537550424,46337.37146412589,5.037933551679009,7265766.301627958,9775.827479796244,85.91119478254477,1.8885850198020742,12.200220197653158,3372087.52766253,4551.507609661599,500 to 999,Rural,"$2,233,241 and over",Under $1.1251,Improvement Required
4630,6.3175272321564755,3297.9557509032347,95.47298910713741,1.639796294666009,89.38349129451349,93.05978214274819,163.82472767843524,42.7692658034543,16.93937473208021,1333.3505446431295,18.82701089286259,45175.80967908896,8.623709151765286,33001103.216321006,10370.053726767574,34.022936786182775,49.895012008559505,16.182051205257725,14596751.901194615,4593.394793739895,"1,600 to 2,999",Other Central City Suburban,"$469,944 to < $525,059",$1.1461 to under $1.2543,Improvement Required
4631,2.0,496.12022908626204,94.43841647361617,1.361290604888917,88.7574782496768,90.47654002573742,36.923752895757495,32.4862195624043,2.318475933070794,1249.4604118404043,6.024636036020464,38570.58955984486,10.319354697555541,5506380.622815759,11132.542517374544,41.24193590733338,46.20029292149491,12.623167052767666,2496625.612393738,5047.926682110707,Under 500,Rural,"$434,690 to < $497,197",Under $1.1461,Improvement Required
4632,3.506598064159242,508.6964890486749,95.28548425884968,2.0598970962388625,82.11657381637309,84.78834742809859,20.440617422566824,32.79568395464873,6.055647682522846,-1.0,9.164079878319624,40403.66743152663,7.509751808628627,8142777.101776382,13056.928929314381,63.25410412610578,9.63717310287697,27.1100423838491,3980445.9195136256,6436.124391316513,500 to 999,Charters,Non-taxing entities,Non-taxing entities,Improvement Required
4633,2.5838539490382875,461.3724143317456,94.59192697451914,1.1254685541344585,89.38447868788423,91.63541579615314,32.57760656057884,29.39505066874887,12.961557668649977,1351.0937108268918,11.260932929804031,39940.586350873535,12.334791057307203,5190501.83263422,11035.81931152984,55.22181728009164,34.31359851606151,10.564584203846852,2628683.9542579087,5603.151880503684,Under 500,Rural,"$213,468 to < $233,451",$1.1251 to under $1.2365,Improvement Required
4634,1.0,118.46710004624545,95.11649067159951,1.3956133394993933,88.9,29.521526355280642,10.71973997225273,71.88740869842188,0.0,348.3354897693507,13.305036729868782,36787.321632640036,6.458732626278975,1777431.548805479,13405.483336087635,43.068074627203885,48.01381005086999,8.887895988901093,673530.9468248523,5109.455715985895,Under 500,Rural,"$525,059 to < $683,703",$1.1251 to under $1.2365,Improvement Required
4635,1.0,118.39711582678288,94.93026825818583,3.4474647215122176,89.50193828470849,100.0,12.622267020301946,41.44329354535409,-0.5472166224622568,522.4175844336312,-1.0,41701.37819805661,13.848906808120779,1695165.805384795,15578.053496031229,65.29736392583284,27.197317418141637,7.460040318271751,736331.9064812408,6778.631105222537,Under 500,Rural,"$525,059 to < $683,703",Under $1.1461,Improvement Required
4636,2.1593878461325016,315.53714030828996,95.37969392306624,1.7406121538674986,83.18775692265002,96.63755138453,24.681224307734997,71.50526273906345,10.276857015414498,1198.5535435689205,17.275326630745752,42454.36725253153,9.039081769198752,4238099.263679322,13542.852944441069,7.805449953617764,82.64542716955947,9.549122876822757,1792388.3695645346,5741.334852270553,Under 500,Rural,"$345,053 to < $380,521",$1.1251 to under $1.2365,Improvement Required
4637,5.0,1454.065126775803,95.32462506955564,2.1768746522218643,85.226439551891,85.97718941277974,67.98500278222508,46.189344567278624,9.84242270097307,1203.464080758352,17.182359748861494,44425.3742818168,12.190015738027894,18494640.448728472,13420.227272879532,33.261562673889074,39.15757729902693,27.627781893389553,6826449.179054968,4944.417515302238,"1,600 to 2,999",Non-metropolitan Stable,"$312,844 to < $324,855",$1.2365 to under $1.3593,Improvement Required
4638,3.0,287.7192728070929,95.66491188933989,0.0,96.70876645075847,100.0,15.526321659901633,50.68152464590989,0.0,-1.0,19.051756636295625,36267.506357227125,9.23069930837432,4231761.860019646,14220.683693928657,41.6210350202951,46.364058667271564,12.056134284768312,1680285.5437590773,5647.674269402924,Under 500,Rural,"$525,059 to < $683,703",$1.1251 to under $1.2365,Improvement Required
4639,1.0,155.00640143349355,95.45269844679729,4.784813859115209,76.31783536403208,89.5521469531978,20.119854241380157,16.488014575861985,-1.0,-1.0,-1.0,41371.98059974852,9.4990841098509,2186263.3797928574,13121.08252808892,51.67346857832655,32.23576917536417,16.160478614289566,996377.7417269676,5959.82982078817,Under 500,Rural,"$340,343 to < $382,231",Under $1.1461,Improvement Required
4640,3.35035556269211,469.46379977519854,96.12737555305776,0.6076600032114495,92.78396886819289,92.77957332476947,23.897866623847342,69.61021333761526,1.4616999839427525,426.7908619672455,16.954751106115523,44209.752394026706,16.271913321558017,6038070.77739605,13452.219496806896,53.886102244345544,34.840562183328004,11.340853350461064,3083187.801673051,6906.775407033074,500 to 999,Rural,"$239,665 to < $259,094",$1.3690 and over,Improvement Required
4641,1.0,223.74258094628436,95.0736529724054,1.2143721603175754,92.24670082258778,84.84677041014245,11.0,71.50121024444606,0.0,-1.0,15.720970515142,37607.29850183749,11.99700918266219,2576894.4113498335,11421.065539932039,67.37068535091916,20.289817303540513,12.246084102438981,1056270.3534790077,4689.5001841193,Under 500,Rural,"$469,944 to < $525,059",Under $1.1251,Improvement Required
4642,2.7405112068124744,798.5824930997488,95.87784663795625,1.2962044827249897,96.08543767250627,98.62470939610611,39.88613448174969,58.82897051971325,15.553214309487238,1334.9496499951235,19.036715689537463,44831.71957492441,11.749341724575133,10267251.121546425,12833.469366252773,17.04748249975618,73.64306724087484,9.33539913868773,4895866.517026474,6119.274966330798,500 to 999,Rural,"$2,233,241 and over",$1.3801 and over,Improvement Required
4643,2.0,509.08175865554756,94.31784410552979,0.6981425804138457,88.1847595012665,89.45167489700322,38.73233841705315,26.48774425010706,0.29888876762398464,1246.4461026382448,-0.09441164436315219,38295.68456060792,10.650928709793076,5427986.880533359,11143.394030502319,40.24721387062077,46.98401331405636,12.86431178894042,2463379.2890485204,5057.572471557617,500 to 999,Rural,"$400,089 to < $441,532",$1.1251 to under $1.2365,Improvement Required
4644,1.0,186.05192830922866,96.90519283092287,0.0,94.53850082776633,100.0,12.0,64.26090174913924,6.224182537993623,882.7100467843167,6.1817490823003345,41043.43389620811,11.773590441230489,2100790.224688527,11948.828785716822,63.52819117539022,30.00860404522502,6.463204779384755,945730.9978576561,5397.187069745174,Under 500,Rural,"$380,521 to < $402,258",Under $1.1461,Improvement Required
4645,1.9729383409546868,127.56957622462818,96.4081184977136,0.0,91.7,100.0,11.027061659045314,72.08570033967139,0.0,35.3438080978558,17.58312231223452,39346.5615827549,12.667526009145623,2105071.0492096264,17988.1595938661,40.687494278218615,53.5881502286406,5.82164932723625,967294.1253298029,8263.457943176927,Under 500,Rural,"$380,521 to < $402,258",Under $1.1461,Improvement Required
4646,6.401034954415267,3361.5886352644334,95.4395860182339,1.7817594225059534,88.59016793305497,92.39172036467787,162.98965045584734,42.0510993920287,16.555239209689773,1335.0206990883053,18.860413981766108,45611.80349700211,8.498447568377099,33179179.592682652,10258.821440718864,36.89560243188518,47.631952735346275,15.572444832768554,14632166.10657329,4531.432063823872,"1,600 to 2,999",Non-metropolitan Stable,"$525,867 to < $589,761",$1.1461 to under $1.2543,Improvement Required
4647,4.309906151071758,1424.7376435985095,95.49297184532153,1.6111783129636612,92.64250260068032,98.02523462232061,87.14056309356945,53.70542232017709,12.85080291725069,1300.6198123021436,18.509906151071757,43576.852348467575,9.832596449608557,17300133.58728332,11974.960789260194,45.44852973753036,38.08145985974839,16.53901978761408,7208025.259084977,4944.878831977539,"1,600 to 2,999",Charters,Non-taxing entities,Non-taxing entities,Improvement Required
4648,3.0,1064.0334142149127,94.57920056645935,1.2932301156238266,89.97520339875611,90.74110908666917,56.23817040419639,49.99249544500563,7.584011329187004,217.34899790123904,16.00301760687899,48253.49475938613,11.123817040419638,13186334.982856182,12933.879620404337,57.28172839292621,27.86941307520419,14.848858531869602,5214074.680025995,5063.611819665791,"1,000 to 1,599",Non-metropolitan Stable,"$200,649 to < $226,769",Under $1.1461,Improvement Required
4649,1.0,149.07814223956208,94.35686871700996,7.623192503482393,65.41343133155814,83.35442143226946,21.377363767365615,16.362263623263438,-1.0,-1.0,-1.0,40997.06311678685,7.540962133673538,2208474.4112619027,13493.664636216614,53.79327035070204,24.367352427055135,21.891129168423312,977505.9369820678,5949.051167708295,Under 500,Rural,"$340,343 to < $382,231",Under $1.1461,Improvement Required
4650,5.962640819511074,3068.499502594927,95.78505632780443,1.0962640819511074,87.26351060683118,90.2476971473155,164.66376737559966,48.677841260475134,17.348566934635606,1334.2379883315043,20.692528163902214,45230.77311590475,10.633623262440034,32762524.744367078,10763.872933075178,19.121545720973252,64.51008119805809,16.364637162919763,14487957.97866267,4759.272201756916,"3,000 to 4,999",Other Central City Suburban,"$441,532 to < $469,944",$1.3593 and over,Improvement Required
4651,1.0,126.36609218044275,95.68415230451107,5.618549093975952,89.82567534962176,83.99382755617934,8.841523045110687,30.567583218155754,-0.8415230451106865,-1.0,2.2487775752309247,40761.583880774524,10.831078146595797,1731511.074014589,16069.154946345796,70.42050497360647,24.808977988792,4.770517037601529,746709.2582559126,6981.380037437968,Under 500,Rural,"$285,930 to < $307,766",$1.1398 to under $1.2401,Improvement Required
4652,1.0,184.02652972610736,94.23859648463002,0.672015405812922,64.6071886271861,75.73277701231115,23.200256763548698,42.56820699723304,15.287933241477338,-1.0,17.610611890442947,13104.544225896625,5.355840806599807,2094844.060920316,10953.099273130094,73.38446730965863,11.45532727950241,15.160205410838959,710429.0404110245,3717.545569888563,Under 500,Rural,"$285,930 to < $307,766",Under $1.1398,Improvement Required
4653,1.0544418124529684,115.07448918829954,94.45444181245297,6.429795675319815,87.42407610562448,89.99711133323943,13.61890731282922,51.16505478649353,14.61031833098192,1260.3746221877402,0.15416642400293035,39921.60251831262,8.399429968491326,1719734.8483176595,13267.116509400852,36.60774356188859,56.39770061935671,6.994555818754703,716990.7269708329,5555.812659786481,Under 500,Rural,"$589,761 to < $801,423",Under $1.1461,Improvement Required
4654,3.0,511.88637255178423,95.78111915543951,0.2943186275892131,96.89624095013055,99.3660829559617,31.188808445604842,60.46416063342036,18.483127073194055,-1.0,20.91512179469103,38803.47833366233,10.832080316710181,7310730.322948753,14714.988016670151,58.01695852201915,18.996240950130545,22.964160633420363,3657992.873264839,7358.8577338529185,500 to 999,Charters,Non-taxing entities,Non-taxing entities,Improvement Required
4655,1.6244824413477001,381.5736275110244,88.37457253483838,8.336840591991798,75.48285347327517,73.27995514482228,52.734473240431,47.15204339812963,10.900945023813927,412.7196173928513,10.760675126477166,39438.5429381972,8.357776798024284,4914807.414028162,13652.937068710573,53.27167420638549,19.211296196859923,27.517029596754583,2322218.8897983064,6433.801794207108,Under 500,Rural,"$213,468 to < $233,451",$1.1251 to under $1.2365,Improvement Required
4656,4.8375412809481055,749.1668263722752,93.5462128471467,2.8075743057065896,90.85631192142215,90.54116331000898,43.94950462862273,46.787706404740526,4.187706404740527,1316.4654309473156,17.2,46247.83999246687,10.378704590957083,10085888.116567977,14714.64802535263,35.79900925724547,54.186502626511036,10.098242244338303,3517664.876165899,5144.1823805178665,500 to 999,Non-metropolitan Stable,"$2,233,241 and over",Under $1.1251,Improvement Required
4657,3.0,279.72705713563954,95.54195472516369,0.0,94.9873661522916,100.0,17.370679122544725,33.6212181164613,0.0,-1.0,19.75876033030881,35508.86065425994,8.462217032273031,4187783.156322921,14058.380237216064,36.08796263236583,53.772227808887976,10.150298240037118,1572772.1067963133,5280.339741426509,Under 500,Rural,"$345,053 to < $380,521",$1.1251 to under $1.2365,Improvement Required
4658,2.606068571476595,497.75830857584674,95.62424800003362,3.242427428590638,87.6908971427851,91.15153028580553,28.78786285704681,50.36377257224977,7.08786285704681,1211.1511885694597,-1.0,44273.35033153105,9.92121371429532,5712260.332826407,11694.119794277167,48.133403428994036,42.88477599956298,9.042427428590639,2585052.7796246344,5295.997634271452,500 to 999,Rural,"$393,190 to < $426,008",Under $1.1461,Improvement Required
4659,7.325680272656591,2702.7062073370184,94.60573979550755,4.480484695274306,77.95008502804316,82.34319727343409,156.39455781874727,52.65867347234559,10.114498295896308,1220.2827380511444,16.777763604647944,46443.11352161677,9.895408163593954,29934587.527924307,10290.567176663153,21.77431972734341,61.01879251804752,17.24060374097624,12756951.668938324,4381.582907978401,"1,600 to 2,999",Non-metropolitan Stable,"$307,766 to < $322,342",$1.1251 to under $1.2365,Improvement Required
4660,1.0,145.44024814447482,92.22510367203621,12.200747107072841,49.03485385653117,70.10157648336258,22.494191023911473,25.362613537930773,2.075311016108648,284.4344224580842,-1.0,39047.9398869293,3.5629459568587505,2276970.2283561435,13846.466018966545,49.44394254523059,19.85572503584143,30.723112500528778,986056.0795724468,5929.162239984395,Under 500,Rural,"$340,343 to < $382,231",Under $1.1398,Improvement Required
4661,4.96033998340079,2133.923517875301,94.02400849958502,2.1724504780060476,87.01416408963573,83.50311604315795,119.0835698257083,52.576416479665966,9.547592019919051,1387.1352662075924,17.471813009129566,44488.58503120139,9.692067996680159,26470944.664897583,12138.444731486652,49.444829654787625,35.55099185392696,15.004178491285415,11474476.47289298,5281.713866158307,"1,600 to 2,999",Non-metropolitan Stable,"$307,766 to < $322,342",$1.1251 to under $1.2365,Improvement Required
4662,2.499943782049765,1692.0052844873221,96.00001124359005,1.2500206132484195,96.89992879059636,95.94995315170814,60.49915673074648,51.85022674573261,6.199936286323068,1244.9989505982624,18.900026235043445,44730.9279285878,6.749889438031204,15661472.182484824,9945.470598012027,69.75077018591821,20.599306645280436,9.699921294869672,7181270.5947466055,4564.482178909775,"1,000 to 1,599",Non-metropolitan Stable,Non-taxing entities,Non-taxing entities,Improvement Required
4663,1.0,124.45485942877156,95.63637148571928,3.563973885929415,89.30008634291218,35.73520057648161,8.363714857192887,55.795855540215555,-0.3637148571928872,-1.0,12.043845427545811,37353.378076356865,6.100777086209583,1783489.9155454147,14339.011497895444,52.69382120185612,40.815552284038276,6.490626514105606,697637.8795485666,5695.120395563253,Under 500,Rural,"$285,930 to < $307,766",$1.1398 to under $1.2401,Improvement Required
4664,1.0,124.3100573467776,94.17569916317397,2.5340802854886397,89.01368769381845,77.58381122314667,14.3798853064448,91.95917947356757,-0.10335244892586659,1028.3513886331052,14.87066165401216,40305.83048214986,9.530727836562772,1797346.2922545695,11721.301592154081,41.689404528538454,46.130432266901764,12.180163204559786,928923.0790395346,6012.816410528649,Under 500,Rural,"$340,343 to < $382,231",$1.1398 to under $1.2401,Improvement Required
4665,1.0,106.1852181436879,95.86631048018508,0.31852181436879057,98.31638469547926,96.20807363846677,11.606708217845316,69.12104478239237,0.0,1119.0053427972239,1.6846838639655206,42723.10982807603,13.950608495016558,1601084.9204944968,12480.777086822482,46.26806174994058,46.400534279722386,7.3314039703370355,937850.6132257886,7343.3517382569835,Under 500,Rural,"$469,944 to < $525,059",Under $1.1251,Improvement Required
4666,5.968615410378275,1786.1846119495633,95.50627691792434,2.6717538693404475,97.42719997767217,95.51673844779825,111.29907749844814,40.174892328302626,15.43680013396703,1278.4726166384094,19.656061574529584,42981.45409683288,11.115261608021342,21152460.409937743,11491.896635170515,21.7622148410184,59.18590819640158,19.051876962580025,9667667.68452138,5251.532926743841,"1,600 to 2,999",Charters,Non-taxing entities,Non-taxing entities,Improvement Required
4667,1.225392749038944,125.3366465326759,96.17460725096106,3.485732629324752,100.0,80.98429003844224,8.549214501922112,93.5537673774862,21.704135952114324,992.0464957320738,3.778326279625613,40376.95347277286,12.90285347413505,1514797.4575900794,12529.321872052484,67.33565257287313,26.074190327511293,6.590157099615578,756678.7452515123,6279.0227486302865,Under 500,Rural,"$426,008 to < $476,841",Under $1.1461,Improvement Required
4668,2.0,513.1028176678395,96.44888476671214,0.8670220999497367,96.44325966683421,96.56595580010054,27.477205999856388,65.01387213384076,26.121825567171697,1414.3200946707834,20.404558800028724,40391.2193366985,11.532977900050263,5944291.338296631,11803.951578351403,56.28651933366842,34.92715706641774,8.786323599913834,2636104.472831751,5234.104775005386,500 to 999,Rural,"$400,089 to < $441,532",$1.1251 to under $1.2365,Improvement Required
4669,2.93334563923382,538.4654729943195,96.38333640980846,1.2566746655019831,96.0500276882761,97.29331610507265,25.0,61.333087215323594,12.990057222437265,39.2925610831557,19.493353022774112,41393.4970555387,10.396704199663152,8105642.264750066,15090.669949540232,60.07981910326284,17.700110753104383,22.123402861671085,4147544.1145129306,7729.021781443862,500 to 999,Charters,Non-taxing entities,Non-taxing entities,Improvement Required
4670,3.2047873048917257,516.5930790842033,95.9,2.8880317377706857,87.87819175858856,91.92047873048918,26.361701560866194,59.74175623310326,5.009839979182128,950.0743833494961,2.5837778356052006,44817.467982516784,11.064893985436974,5865011.887999727,12146.002840169009,52.48058541103442,37.66170156086619,9.957713028099384,2719489.5281689437,5663.936337983607,500 to 999,Rural,"$239,665 to < $259,094",$1.3593 and over,Improvement Required
4671,3.276144734405346,1126.8208143615327,95.48284342032161,2.002939478070377,90.76520655189934,86.48694206919913,64.179763094539,46.958168424951445,4.8598078845024535,1187.5850786598307,18.05522894688107,41709.34468072292,10.858168424951447,15204875.48603319,13789.736207668602,50.864867110867706,34.25016972051582,14.984963168616478,6797504.605509955,6128.67831945436,"1,000 to 1,599",Non-metropolitan Stable,"$241,215 to < $257,557",Under $1.1461,Improvement Required
